Date,Allegany_HPI_AllTransactions,Allegany_Civilian_Labor_Force,Allegany_Employment_Count,Allegany_Poverty_All_Ages,Allegany_Active_Listings,Allegany_Median_Listing_Price,Allegany_Permits_Annual,Allegany_Real_GDP,Allegany_Population_Annual,Allegany_Unemployed_Persons,Allegany_Unemployment_Rate,Anne Arundel_HPI_AllTransactions,Anne Arundel_Civilian_Labor_Force,Anne Arundel_Employment_Count,Anne Arundel_Poverty_All_Ages,Anne Arundel_Active_Listings,Anne Arundel_Median_Listing_Price,Anne Arundel_Permits_Annual,Anne Arundel_Real_GDP,Anne Arundel_Population_Annual,Anne Arundel_Unemployed_Persons,Anne Arundel_Unemployment_Rate,Baltimore County_HPI_AllTransactions,Baltimore County_Civilian_Labor_Force,Baltimore County_Employment_Count,Baltimore County_Poverty_All_Ages,Baltimore County_Active_Listings,Baltimore County_Median_Listing_Price,Baltimore County_Permits_Annual,Baltimore County_Real_GDP,Baltimore County_Population_Annual,Baltimore County_Unemployed_Persons,Baltimore County_Unemployment_Rate,Baltimore City_HPI_AllTransactions,Baltimore City_Civilian_Labor_Force,Baltimore City_Employment_Count,Baltimore City_Poverty_All_Ages,Baltimore City_Active_Listings,Baltimore City_Median_Listing_Price,Baltimore City_Permits_Annual,Baltimore City_Real_GDP,Baltimore City_Population_Annual,Baltimore City_Unemployed_Persons,Baltimore City_Unemployment_Rate,Calvert_HPI_AllTransactions,Calvert_Civilian_Labor_Force,Calvert_Employment_Count,Calvert_Poverty_All_Ages,Calvert_Active_Listings,Calvert_Median_Listing_Price,Calvert_Permits_Annual,Calvert_Real_GDP,Calvert_Population_Annual,Calvert_Unemployed_Persons,Calvert_Unemployment_Rate,Caroline_HPI_AllTransactions,Caroline_Civilian_Labor_Force,Caroline_Employment_Count,Caroline_Poverty_All_Ages,Caroline_Permits_Annual,Caroline_Real_GDP,Caroline_Population_Annual,Caroline_Unemployed_Persons,Caroline_Unemployment_Rate,Carroll_HPI_AllTransactions,Carroll_Civilian_Labor_Force,Carroll_Employment_Count,Carroll_Poverty_All_Ages,Carroll_Active_Listings,Carroll_Median_Listing_Price,Carroll_Permits_Annual,Carroll_Real_GDP,Carroll_Population_Annual,Carroll_Unemployed_Persons,Carroll_Unemployment_Rate,Cecil_HPI_AllTransactions,Cecil_Civilian_Labor_Force,Cecil_Employment_Count,Cecil_Poverty_All_Ages,Cecil_Active_Listings,Cecil_Median_Listing_Price,Cecil_Permits_Annual,Cecil_Real_GDP,Cecil_Population_Annual,Cecil_Unemployed_Persons,Cecil_Unemployment_Rate,Charles_HPI_AllTransactions,Charles_Civilian_Labor_Force,Charles_Employment_Count,Charles_Poverty_All_Ages,Charles_Active_Listings,Charles_Median_Listing_Price,Charles_Permits_Annual,Charles_Real_GDP,Charles_Population_Annual,Charles_Unemployed_Persons,Charles_Unemployment_Rate,Dorchester_HPI_AllTransactions,Dorchester_Civilian_Labor_Force,Dorchester_Employment_Count,Dorchester_Poverty_All_Ages,Dorchester_Permits_Annual,Dorchester_Real_GDP,Dorchester_Population_Annual,Dorchester_Unemployed_Persons,Dorchester_Unemployment_Rate,Frederick_HPI_AllTransactions,Frederick_Civilian_Labor_Force,Frederick_Employment_Count,Frederick_Poverty_All_Ages,Frederick_Active_Listings,Frederick_Median_Listing_Price,Frederick_Permits_Annual,Frederick_Real_GDP,Frederick_Population_Annual,Frederick_Unemployed_Persons,Frederick_Unemployment_Rate,Garrett_HPI_AllTransactions,Garrett_Civilian_Labor_Force,Garrett_Employment_Count,Somerset_HPI_AllTransactions,Somerset_Civilian_Labor_Force,Somerset_Employment_Count,Somerset_Poverty_All_Ages,Somerset_Permits_Annual,Somerset_Real_GDP,Somerset_Population_Annual,Somerset_Unemployed_Persons,Somerset_Unemployment_Rate,St. Mary's_HPI_AllTransactions,St. Mary's_Civilian_Labor_Force,St. Mary's_Employment_Count,St. Mary's_Poverty_All_Ages,St. Mary's_Active_Listings,St. Mary's_Median_Listing_Price,St. Mary's_Permits_Annual,St. Mary's_Real_GDP,St. Mary's_Population_Annual,St. Mary's_Unemployed_Persons,St. Mary's_Unemployment_Rate,Talbot_HPI_AllTransactions,Talbot_Civilian_Labor_Force,Talbot_Employment_Count,Talbot_Poverty_All_Ages,Talbot_Permits_Annual,Talbot_Real_GDP,Talbot_Population_Annual,Talbot_Unemployed_Persons,Talbot_Unemployment_Rate,Washington_HPI_AllTransactions,Washington_Civilian_Labor_Force,Washington_Employment_Count,Washington_Poverty_All_Ages,Washington_Active_Listings,Washington_Median_Listing_Price,Washington_Permits_Annual,Washington_Real_GDP,Washington_Population_Annual,Washington_Unemployed_Persons,Washington_Unemployment_Rate,Wicomico_HPI_AllTransactions,Wicomico_Civilian_Labor_Force,Wicomico_Employment_Count,Wicomico_Poverty_All_Ages,Wicomico_Active_Listings,Wicomico_Median_Listing_Price,Wicomico_Permits_Annual,Wicomico_Real_GDP,Wicomico_Population_Annual,Wicomico_Unemployed_Persons,Wicomico_Unemployment_Rate,Worcester_HPI_AllTransactions,Worcester_Civilian_Labor_Force,Worcester_Employment_Count,Worcester_Poverty_All_Ages,Worcester_Active_Listings,Worcester_Median_Listing_Price,Worcester_Permits_Annual,Worcester_Real_GDP,Worcester_Population_Annual,Worcester_Unemployed_Persons,Worcester_Unemployment_Rate
1991-11-30,71.64,33102.0,29276.0,,,,187.0,,74.954,3826.0,11.6,80.86,233362.0,222021.0,,,,3911.0,,428.877,11341.0,4.9,84.09,384723.0,360929.0,,,,4324.0,,694.782,23794.0,6.2,77.16,338543.0,421.2,,,,240.0,,735.632,33487.0,9.9,82.85,29716.0,27972.0,,,,954.0,,51.954,1744.0,5.9,,13985.0,13111.0,,213.0,,27.125,874.0,6.2,80.77,69861.0,66285.0,,,,1028.0,,124.086,3576.0,5.1,82.28,36465.0,32655.0,,,,715.0,,71.866,3810.0,10.4,91.39,55721.0,53223.0,,,,703.0,,101.751,2498.0,4.5,78.64,15661.0,14297.0,,174.0,,30.282,1364.0,8.7,86.84,86310.0,82131.0,,,,2127.0,,151.345,4179.0,4.8,,13270.0,11845.0,,11186.0,9658.0,,144.0,,23.469,1528.0,13.7,,40196.0,38125.0,,,,754.0,,76.361,2071.0,5.2,75.61,16497.0,15785.0,,249.0,,30.661,712.0,4.3,81.92,63063.0,58120.0,,,,678.0,,121.951,4943.0,7.8,80.05,45308.0,41310.0,,,,628.0,,74.743,3998.0,8.8,75.35,20024.0,16897.0,,,,619.0,,35.288,3127.0,15.6
1991-12-31,74.89,33254.0,28867.0,,,,178.0,,75.305,4387.0,13.2,82.68,233107.0,221288.0,,,,2464.0,,434.344,11819.0,5.1,86.05,383224.0,359739.0,,,,3185.0,,702.993,23485.0,6.1,78.85,336801.0,419.3,,,,530.0,,735.835,32752.0,9.7,84.7,29806.0,27958.0,,,,870.0,,54.366,1848.0,6.2,79.04,13768.0,12859.0,,201.0,,27.376,909.0,6.6,83.08,69934.0,66066.0,,,,812.0,,126.918,3868.0,5.5,84.96,36457.0,32601.0,,,,664.0,,73.275,3856.0,10.6,91.95,55812.0,53198.0,,,,752.0,,103.731,2614.0,4.7,77.82,15601.0,14043.0,,173.0,,30.291,1558.0,10.0,88.22,86741.0,82092.0,,,,1763.0,,155.365,4649.0,5.4,,13811.0,11461.0,,11009.0,9536.0,,113.0,,23.303,1473.0,13.4,,40306.0,38196.0,,,,796.0,,77.952,2110.0,5.2,76.32,16277.0,15482.0,,178.0,,31.217,795.0,4.9,82.64,63250.0,57809.0,,,,457.0,,124.097,5441.0,8.6,82.37,44812.0,40782.0,,,,551.0,,76.414,4030.0,9.0,76.44,19406.0,15917.0,,,,578.0,,36.58,3489.0,18.0
1992-01-31,74.89,33473.0,28560.0,,,,178.0,,75.305,4913.0,14.7,82.68,232143.0,218550.0,,,,2464.0,,434.344,13593.0,5.9,86.05,379983.0,352725.0,,,,3185.0,,702.993,27258.0,7.2,78.85,328753.0,419.9,,,,530.0,,735.835,35475.0,10.8,84.7,30645.0,28728.0,,,,870.0,,54.366,1917.0,6.3,79.04,14471.0,13034.0,,201.0,,27.376,1437.0,9.9,83.08,71339.0,65830.0,,,,812.0,,126.918,5509.0,7.7,84.96,37452.0,32380.0,,,,664.0,,73.275,5072.0,13.5,91.95,56055.0,53062.0,,,,752.0,,103.731,2993.0,5.3,77.82,14882.0,12696.0,,173.0,,30.291,2186.0,14.7,88.22,89324.0,82987.0,,,,1763.0,,155.365,6337.0,7.1,,13553.0,11508.0,,11232.0,9452.0,,113.0,,23.303,1780.0,15.8,,38603.0,36161.0,,,,796.0,,77.952,2442.0,6.3,76.32,16566.0,15450.0,,178.0,,31.217,1116.0,6.7,82.64,63569.0,56839.0,,,,457.0,,124.097,6730.0,10.6,82.37,44935.0,40506.0,,,,551.0,,76.414,4429.0,9.9,76.44,19819.0,15558.0,,,,578.0,,36.58,4261.0,21.5
1992-02-29,74.89,33744.0,28675.0,,,,178.0,,75.305,5069.0,15.0,82.68,232212.0,217901.0,,,,2464.0,,434.344,14311.0,6.2,86.05,379715.0,351677.0,,,,3185.0,,702.993,28038.0,7.4,78.85,328477.0,417.8,,,,530.0,,735.835,36070.0,11.0,84.7,30589.0,28624.0,,,,870.0,,54.366,1965.0,6.4,79.04,14418.0,12886.0,,201.0,,27.376,1532.0,10.6,83.08,71116.0,65634.0,,,,812.0,,126.918,5482.0,7.7,84.96,36356.0,31889.0,,,,664.0,,73.275,4467.0,12.3,91.95,56267.0,52870.0,,,,752.0,,103.731,3397.0,6.0,77.82,15034.0,12597.0,,173.0,,30.291,2437.0,16.2,88.22,89597.0,82685.0,,,,1763.0,,155.365,6912.0,7.7,,13647.0,11573.0,,11403.0,9530.0,,113.0,,23.303,1873.0,16.4,,38751.0,36156.0,,,,796.0,,77.952,2595.0,6.7,76.32,16461.0,15275.0,,178.0,,31.217,1186.0,7.2,82.64,63123.0,56585.0,,,,457.0,,124.097,6538.0,10.4,82.37,45500.0,40833.0,,,,551.0,,76.414,4667.0,10.3,76.44,19710.0,15744.0,,,,578.0,,36.58,3966.0,20.1
1992-03-31,74.89,33425.0,28605.0,,,,178.0,,75.305,4820.0,14.4,82.68,233619.0,220362.0,,,,2464.0,,434.344,13257.0,5.7,86.05,382283.0,355648.0,,,,3185.0,,702.993,26635.0,7.0,78.85,330262.0,417.5,,,,530.0,,735.835,34553.0,10.5,84.7,30735.0,28938.0,,,,870.0,,54.366,1797.0,5.8,79.04,14951.0,13505.0,,201.0,,27.376,1446.0,9.7,83.08,70916.0,66377.0,,,,812.0,,126.918,4539.0,6.4,84.96,36558.0,32328.0,,,,664.0,,73.275,4230.0,11.6,91.95,56690.0,53447.0,,,,752.0,,103.731,3243.0,5.7,77.82,15344.0,12947.0,,173.0,,30.291,2397.0,15.6,88.22,89230.0,83592.0,,,,1763.0,,155.365,5638.0,6.3,,13718.0,11727.0,,11469.0,9671.0,,113.0,,23.303,1798.0,15.7,,39372.0,36787.0,,,,796.0,,77.952,2585.0,6.6,76.32,17075.0,16007.0,,178.0,,31.217,1068.0,6.3,82.64,63353.0,57440.0,,,,457.0,,124.097,5913.0,9.3,82.37,45845.0,41447.0,,,,551.0,,76.414,4398.0,9.6,76.44,19273.0,15859.0,,,,578.0,,36.58,3414.0,17.7
1992-04-30,74.89,33312.0,29031.0,,,,178.0,,75.305,4281.0,12.9,82.68,233484.0,221378.0,,,,2464.0,,434.344,12106.0,5.2,86.05,382723.0,357287.0,,,,3185.0,,702.993,25436.0,6.6,78.85,330830.0,417.6,,,,530.0,,735.835,33757.0,10.2,84.7,30549.0,29022.0,,,,870.0,,54.366,1527.0,5.0,79.04,14727.0,13488.0,,201.0,,27.376,1239.0,8.4,83.08,70320.0,66682.0,,,,812.0,,126.918,3638.0,5.2,84.96,35968.0,32650.0,,,,664.0,,73.275,3318.0,9.2,91.95,56621.0,53604.0,,,,752.0,,103.731,3017.0,5.3,77.82,14943.0,13000.0,,173.0,,30.291,1943.0,13.0,88.22,88385.0,83834.0,,,,1763.0,,155.365,4551.0,5.1,,13429.0,11744.0,,11429.0,9741.0,,113.0,,23.303,1688.0,14.8,,39024.0,36709.0,,,,796.0,,77.952,2315.0,5.9,76.32,16771.0,15986.0,,178.0,,31.217,785.0,4.7,82.64,63441.0,58176.0,,,,457.0,,124.097,5265.0,8.3,82.37,45843.0,41737.0,,,,551.0,,76.414,4106.0,9.0,76.44,21311.0,18888.0,,,,578.0,,36.58,2423.0,11.4
1992-05-31,74.89,33753.0,29463.0,,,,178.0,,75.305,4290.0,12.7,82.68,235434.0,222280.0,,,,2464.0,,434.344,13154.0,5.6,86.05,384864.0,358747.0,,,,3185.0,,702.993,26117.0,6.8,78.85,333695.0,415.5,,,,530.0,,735.835,35410.0,10.6,84.7,30648.0,29132.0,,,,870.0,,54.366,1516.0,4.9,79.04,14766.0,13625.0,,201.0,,27.376,1141.0,7.7,83.08,70531.0,66954.0,,,,812.0,,126.918,3577.0,5.1,84.96,36065.0,32785.0,,,,664.0,,73.275,3280.0,9.1,91.95,57001.0,53805.0,,,,752.0,,103.731,3196.0,5.6,77.82,15132.0,13420.0,,173.0,,30.291,1712.0,11.3,88.22,88499.0,84149.0,,,,1763.0,,155.365,4350.0,4.9,,14440.0,11946.0,,11519.0,9978.0,,113.0,,23.303,1541.0,13.4,,39468.0,36919.0,,,,796.0,,77.952,2549.0,6.5,76.32,16889.0,16151.0,,178.0,,31.217,738.0,4.4,82.64,63636.0,58221.0,,,,457.0,,124.097,5415.0,8.5,82.37,46531.0,42755.0,,,,551.0,,76.414,3776.0,8.1,76.44,23834.0,21844.0,,,,578.0,,36.58,1990.0,8.3
1992-06-30,74.89,33946.0,29116.0,,,,178.0,,75.305,4830.0,14.2,82.68,238780.0,224409.0,,,,2464.0,,434.344,14371.0,6.0,86.05,390903.0,362179.0,,,,3185.0,,702.993,28724.0,7.3,78.85,341060.0,415.0,,,,530.0,,735.835,39921.0,11.7,84.7,31316.0,29531.0,,,,870.0,,54.366,1785.0,5.7,79.04,15171.0,13931.0,,201.0,,27.376,1240.0,8.2,83.08,71750.0,67594.0,,,,812.0,,126.918,4156.0,5.8,84.96,36759.0,33014.0,,,,664.0,,73.275,3745.0,10.2,91.95,57954.0,54542.0,,,,752.0,,103.731,3412.0,5.9,77.82,15673.0,13948.0,,173.0,,30.291,1725.0,11.0,88.22,89713.0,85300.0,,,,1763.0,,155.365,4413.0,4.9,,13984.0,12190.0,,11279.0,10072.0,,113.0,,23.303,1207.0,10.7,,40413.0,37403.0,,,,796.0,,77.952,3010.0,7.4,76.32,17293.0,16514.0,,178.0,,31.217,779.0,4.5,82.64,64564.0,58491.0,,,,457.0,,124.097,6073.0,9.4,82.37,47257.0,43159.0,,,,551.0,,76.414,4098.0,8.7,76.44,28585.0,26852.0,,,,578.0,,36.58,1733.0,6.1
1992-07-31,74.89,33448.0,28950.0,,,,178.0,,75.305,4498.0,13.4,82.68,242477.0,228477.0,,,,2464.0,,434.344,14000.0,5.8,86.05,395615.0,368744.0,,,,3185.0,,702.993,26871.0,6.8,78.85,345388.0,416.0,,,,530.0,,735.835,38789.0,11.2,84.7,31764.0,29880.0,,,,870.0,,54.366,1884.0,5.9,79.04,15725.0,14546.0,,201.0,,27.376,1179.0,7.5,83.08,72542.0,68820.0,,,,812.0,,126.918,3722.0,5.1,84.96,36839.0,33430.0,,,,664.0,,73.275,3409.0,9.3,91.95,58589.0,55187.0,,,,752.0,,103.731,3402.0,5.8,77.82,15435.0,13636.0,,173.0,,30.291,1799.0,11.7,88.22,90656.0,86311.0,,,,1763.0,,155.365,4345.0,4.8,,14447.0,12677.0,,11263.0,10101.0,,113.0,,23.303,1162.0,10.3,,41279.0,38446.0,,,,796.0,,77.952,2833.0,6.9,76.32,17963.0,17242.0,,178.0,,31.217,721.0,4.0,82.64,65926.0,59608.0,,,,457.0,,124.097,6318.0,9.6,82.37,47231.0,43282.0,,,,551.0,,76.414,3949.0,8.4,76.44,30228.0,28659.0,,,,578.0,,36.58,1569.0,5.2
1992-08-31,74.89,32450.0,28661.0,,,,178.0,,75.305,3789.0,11.7,82.68,239513.0,226209.0,,,,2464.0,,434.344,13304.0,5.6,86.05,392042.0,365083.0,,,,3185.0,,702.993,26959.0,6.9,78.85,342258.0,414.6,,,,530.0,,735.835,38703.0,11.3,84.7,31389.0,29383.0,,,,870.0,,54.366,2006.0,6.4,79.04,15606.0,14398.0,,201.0,,27.376,1208.0,7.7,83.08,71953.0,68137.0,,,,812.0,,126.918,3816.0,5.3,84.96,36235.0,33129.0,,,,664.0,,73.275,3106.0,8.6,91.95,57304.0,54271.0,,,,752.0,,103.731,3033.0,5.3,77.82,15248.0,13539.0,,173.0,,30.291,1709.0,11.2,88.22,89261.0,84877.0,,,,1763.0,,155.365,4384.0,4.9,,13963.0,12434.0,,10926.0,9934.0,,113.0,,23.303,992.0,9.1,,40433.0,37783.0,,,,796.0,,77.952,2650.0,6.6,76.32,17949.0,17068.0,,178.0,,31.217,881.0,4.9,82.64,65517.0,59897.0,,,,457.0,,124.097,5620.0,8.6,82.37,46205.0,42562.0,,,,551.0,,76.414,3643.0,7.9,76.44,29357.0,27908.0,,,,578.0,,36.58,1449.0,4.9
1992-09-30,74.89,32364.0,28688.0,,,,178.0,,75.305,3676.0,11.4,82.68,234631.0,222159.0,,,,2464.0,,434.344,12472.0,5.3,86.05,385442.0,358546.0,,,,3185.0,,702.993,26896.0,7.0,78.85,334580.0,414.9,,,,530.0,,735.835,36460.0,10.9,84.7,30843.0,29192.0,,,,870.0,,54.366,1651.0,5.4,79.04,15010.0,13953.0,,201.0,,27.376,1057.0,7.0,83.08,70541.0,66917.0,,,,812.0,,126.918,3624.0,5.1,84.96,35859.0,32522.0,,,,664.0,,73.275,3337.0,9.3,91.95,56854.0,53918.0,,,,752.0,,103.731,2936.0,5.2,77.82,15264.0,13654.0,,173.0,,30.291,1610.0,10.5,88.22,88580.0,84327.0,,,,1763.0,,155.365,4253.0,4.8,,13348.0,11900.0,,10740.0,9941.0,,113.0,,23.303,799.0,7.4,,39631.0,37090.0,,,,796.0,,77.952,2541.0,6.4,76.32,17225.0,16540.0,,178.0,,31.217,685.0,4.0,82.64,64438.0,59067.0,,,,457.0,,124.097,5371.0,8.3,82.37,46136.0,42597.0,,,,551.0,,76.414,3539.0,7.7,76.44,25048.0,23597.0,,,,578.0,,36.58,1451.0,5.8
1992-10-31,74.89,32523.0,28834.0,,,,178.0,,75.305,3689.0,11.3,82.68,235640.0,223534.0,,,,2464.0,,434.344,12106.0,5.1,86.05,386371.0,360764.0,,,,3185.0,,702.993,25607.0,6.6,78.85,334561.0,414.1,,,,530.0,,735.835,34599.0,10.3,84.7,30810.0,29180.0,,,,870.0,,54.366,1630.0,5.3,79.04,14717.0,13747.0,,201.0,,27.376,970.0,6.6,83.08,70598.0,67331.0,,,,812.0,,126.918,3267.0,4.6,84.96,37278.0,32623.0,,,,664.0,,73.275,4655.0,12.5,91.95,56757.0,53898.0,,,,752.0,,103.731,2859.0,5.0,77.82,15114.0,13634.0,,173.0,,30.291,1480.0,9.8,88.22,88251.0,84294.0,,,,1763.0,,155.365,3957.0,4.5,,13166.0,11780.0,,10700.0,9937.0,,113.0,,23.303,763.0,7.1,,40064.0,37583.0,,,,796.0,,77.952,2481.0,6.2,76.32,17008.0,16295.0,,178.0,,31.217,713.0,4.2,82.64,64616.0,59260.0,,,,457.0,,124.097,5356.0,8.3,82.37,46229.0,42587.0,,,,551.0,,76.414,3642.0,7.9,76.44,21436.0,19261.0,,,,578.0,,36.58,2175.0,10.1
1992-11-30,74.89,32797.0,28918.0,,,,178.0,,75.305,3879.0,11.8,82.68,235621.0,223524.0,,,,2464.0,,434.344,12097.0,5.1,86.05,386796.0,360751.0,,,,3185.0,,702.993,26045.0,6.7,78.85,334275.0,412.3,,,,530.0,,735.835,34323.0,10.3,84.7,30824.0,29204.0,,,,870.0,,54.366,1620.0,5.3,79.04,14536.0,13548.0,,201.0,,27.376,988.0,6.8,83.08,70997.0,67328.0,,,,812.0,,126.918,3669.0,5.2,84.96,36704.0,33215.0,,,,664.0,,73.275,3489.0,9.5,91.95,56742.0,53940.0,,,,752.0,,103.731,2802.0,4.9,77.82,14857.0,13285.0,,173.0,,30.291,1572.0,10.6,88.22,88454.0,84358.0,,,,1763.0,,155.365,4096.0,4.6,,12980.0,11484.0,,10961.0,9856.0,,113.0,,23.303,1105.0,10.1,,39668.0,37165.0,,,,796.0,,77.952,2503.0,6.3,76.32,16886.0,16061.0,,178.0,,31.217,825.0,4.9,82.64,64287.0,58922.0,,,,457.0,,124.097,5365.0,8.3,82.37,45867.0,42235.0,,,,551.0,,76.414,3632.0,7.9,76.44,20307.0,17126.0,,,,578.0,,36.58,3181.0,15.7
1992-12-31,75.86,32981.0,28827.0,,,,250.0,,75.411,4154.0,12.6,83.69,235338.0,223643.0,,,,3615.0,,440.836,11695.0,5.0,88.03,385323.0,360943.0,,,,5156.0,,709.826,24380.0,6.3,81.35,332526.0,411.9,,,,78.0,,731.227,32415.0,9.7,87.47,30944.0,29305.0,,,,866.0,,56.829,1639.0,5.3,77.34,14176.0,13209.0,,262.0,,27.876,967.0,6.8,84.4,71187.0,67365.0,,,,1096.0,,129.463,3822.0,5.4,86.8,36410.0,33172.0,,,,950.0,,74.57,3238.0,8.9,93.83,56731.0,54126.0,,,,941.0,,105.174,2605.0,4.6,82.28,14556.0,12804.0,,119.0,,30.522,1752.0,12.0,88.47,88994.0,84651.0,,,,2208.0,,160.14,4343.0,4.9,91.24,12931.0,11240.0,83.59,10797.0,9804.0,,118.0,,23.522,993.0,9.2,,38767.0,36457.0,,,,755.0,,78.815,2310.0,6.0,78.16,16529.0,15658.0,,371.0,,31.329,871.0,5.3,84.69,63757.0,58218.0,,,,572.0,,126.061,5539.0,8.7,85.57,45633.0,42014.0,,,,470.0,,77.549,3619.0,7.9,78.31,19728.0,16079.0,,,,665.0,,37.629,3649.0,18.5
1993-01-31,75.86,32639.0,27937.0,,,,250.0,,75.411,4702.0,14.4,83.69,236287.0,222554.0,,,,3615.0,,440.836,13733.0,5.8,88.03,381295.0,354604.0,,,,5156.0,,709.826,26691.0,7.0,81.35,322892.0,411.8,,,,78.0,,731.227,33450.0,10.4,87.47,31445.0,29668.0,,,,866.0,,56.829,1777.0,5.7,77.34,14411.0,13041.0,,262.0,,27.876,1370.0,9.5,84.4,72491.0,67197.0,,,,1096.0,,129.463,5294.0,7.3,86.8,36934.0,33023.0,,,,950.0,,74.57,3911.0,10.6,93.83,56065.0,53223.0,,,,941.0,,105.174,2842.0,5.1,82.28,15514.0,13332.0,,119.0,,30.522,2182.0,14.1,88.47,90702.0,84958.0,,,,2208.0,,160.14,5744.0,6.3,91.24,13604.0,11637.0,83.59,11052.0,9531.0,,118.0,,23.522,1521.0,13.8,,39632.0,37016.0,,,,755.0,,78.815,2616.0,6.6,78.16,16504.0,15399.0,,371.0,,31.329,1105.0,6.7,84.69,64661.0,58021.0,,,,572.0,,126.061,6640.0,10.3,85.57,44577.0,40926.0,,,,470.0,,77.549,3651.0,8.2,78.31,19489.0,15420.0,,,,665.0,,37.629,4069.0,20.9
1993-02-28,75.86,32692.0,28237.0,,,,250.0,,75.411,4455.0,13.6,83.69,237485.0,222992.0,,,,3615.0,,440.836,14493.0,6.1,88.03,382227.0,355304.0,,,,5156.0,,709.826,26923.0,7.0,81.35,323581.0,411.9,,,,78.0,,731.227,33567.0,10.4,87.47,31394.0,29623.0,,,,866.0,,56.829,1771.0,5.6,77.34,14687.0,13097.0,,262.0,,27.876,1590.0,10.8,84.4,72626.0,67329.0,,,,1096.0,,129.463,5297.0,7.3,86.8,36968.0,33074.0,,,,950.0,,74.57,3894.0,10.5,93.83,56086.0,53141.0,,,,941.0,,105.174,2945.0,5.3,82.28,15612.0,13414.0,,119.0,,30.522,2198.0,14.1,88.47,90527.0,84827.0,,,,2208.0,,160.14,5700.0,6.3,91.24,13676.0,11666.0,83.59,11420.0,9701.0,,118.0,,23.522,1719.0,15.1,,39837.0,37264.0,,,,755.0,,78.815,2573.0,6.5,78.16,16523.0,15463.0,,371.0,,31.329,1060.0,6.4,84.69,64415.0,58042.0,,,,572.0,,126.061,6373.0,9.9,85.57,45258.0,41660.0,,,,470.0,,77.549,3598.0,7.9,78.31,19767.0,15936.0,,,,665.0,,37.629,3831.0,19.4
1993-03-31,75.86,32706.0,28430.0,,,,250.0,,75.411,4276.0,13.1,83.69,238866.0,225048.0,,,,3615.0,,440.836,13818.0,5.8,88.03,384489.0,358578.0,,,,5156.0,,709.826,25911.0,6.7,81.35,325109.0,409.7,,,,78.0,,731.227,32421.0,10.0,87.47,31467.0,29838.0,,,,866.0,,56.829,1629.0,5.2,77.34,14935.0,13490.0,,262.0,,27.876,1445.0,9.7,84.4,72938.0,67950.0,,,,1096.0,,129.463,4988.0,6.8,86.8,37073.0,33489.0,,,,950.0,,74.57,3584.0,9.7,93.83,56101.0,53528.0,,,,941.0,,105.174,2573.0,4.6,82.28,15656.0,13581.0,,119.0,,30.522,2075.0,13.3,88.47,90755.0,85444.0,,,,2208.0,,160.14,5311.0,5.9,91.24,13713.0,11736.0,83.59,11508.0,9855.0,,118.0,,23.522,1653.0,14.4,,40059.0,37706.0,,,,755.0,,78.815,2353.0,5.9,78.16,16805.0,15930.0,,371.0,,31.329,875.0,5.2,84.69,64974.0,58845.0,,,,572.0,,126.061,6129.0,9.4,85.57,45726.0,42313.0,,,,470.0,,77.549,3413.0,7.5,78.31,19988.0,16617.0,,,,665.0,,37.629,3371.0,16.9
1993-04-30,75.86,32510.0,28762.0,,,,250.0,,75.411,3748.0,11.5,83.69,237381.0,224422.0,,,,3615.0,,440.836,12959.0,5.5,88.03,382482.0,357580.0,,,,5156.0,,709.826,24902.0,6.5,81.35,323801.0,410.1,,,,78.0,,731.227,31929.0,9.9,87.47,31083.0,29673.0,,,,866.0,,56.829,1410.0,4.5,77.34,15050.0,13758.0,,262.0,,27.876,1292.0,8.6,84.4,71763.0,67759.0,,,,1096.0,,129.463,4004.0,5.6,86.8,36464.0,33537.0,,,,950.0,,74.57,2927.0,8.0,93.83,55723.0,53233.0,,,,941.0,,105.174,2490.0,4.5,82.28,15747.0,13744.0,,119.0,,30.522,2003.0,12.7,88.47,89293.0,84972.0,,,,2208.0,,160.14,4321.0,4.8,91.24,14157.0,11935.0,83.59,11639.0,10044.0,,118.0,,23.522,1595.0,13.7,,40307.0,38108.0,,,,755.0,,78.815,2199.0,5.5,78.16,16889.0,16248.0,,371.0,,31.329,641.0,3.8,84.69,65165.0,59598.0,,,,572.0,,126.061,5567.0,8.5,85.57,46088.0,43128.0,,,,470.0,,77.549,2960.0,6.4,78.31,21175.0,18727.0,,,,665.0,,37.629,2448.0,11.6
